version,ihl,tos,len,ip_flags,frag,ttl,proto,ip_options,time,sport,dport,dataofs,reserved,tcp_udp_flags,window,urgptr,tcp_udp_options,land,time_diff,payload,std_dev_payload,Avg_syn_flag,Avg_urg_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP
4,5,0,68,DF,0,64,6,0,1592203445.598644,52590,1885,8,0,PA,502,0,3,0,0.998697,3,2.8541537750489727,0.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,35.049394,35.049394,0.992886,1.006225,0.0026119810527965295,2952.0,82.0,82.0,0.0,36.0,576.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203446.601351,52590,1885,8,0,PA,502,0,3,0,1.002707,4,2.833329331729867,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,36.052101,36.052101,0.992886,1.006225,0.0025834386981584945,3034.0,82.0,82.0,0.0,37.0,592.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203447.603541,52590,1885,8,0,PA,502,0,3,0,1.002190,9,2.7982578354362286,0.0,0.0,0.0,0.0,38.0,0.0,0.0,38.0,0.0,0.0,37.054291,37.054291,0.992886,1.006225,0.0025502298921867813,3116.0,82.0,82.0,0.0,38.0,608.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203448.606173,52590,1885,8,0,PA,502,0,3,0,1.002632,8,2.8374517111828315,0.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,38.056923,38.056923,0.992886,1.006225,0.0025226165254401823,3198.0,82.0,82.0,0.0,39.0,624.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203449.607886,52590,1885,8,0,PA,502,0,3,0,1.001713,8,2.8393017361722,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,39.058636,39.058636,0.992886,1.006225,0.002489441037153298,3280.0,82.0,82.0,0.0,40.0,640.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203450.608574,52590,1885,8,0,PA,502,0,3,0,1.000688,2,2.839099597059776,0.0,0.0,0.0,0.0,41.0,0.0,0.0,41.0,0.0,0.0,40.059324,40.059324,0.992886,1.006225,0.002460698397839159,3362.0,82.0,82.0,0.0,41.0,656.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203451.609371,52590,1885,8,0,PA,502,0,3,0,1.000797,6,2.8476964374736293,0.0,0.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,41.060121,41.060121,0.992886,1.006225,0.0024321064918717845,3444.0,82.0,82.0,0.0,42.0,672.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203452.610236,52590,1885,8,0,PA,502,0,3,0,1.000865,1,2.815990711682264,0.0,0.0,0.0,0.0,43.0,0.0,0.0,43.0,0.0,0.0,42.060986,42.060986,0.992886,1.006225,0.0024040550595575876,3526.0,82.0,82.0,0.0,43.0,688.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203453.612536,52590,1885,8,0,PA,502,0,3,0,1.002300,2,2.8531718436086178,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,43.063286,43.063286,0.992886,1.006225,0.002378780258043518,3608.0,82.0,82.0,0.0,44.0,704.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203454.612933,52590,1885,8,0,PA,502,0,3,0,1.000397,9,2.8569651493834813,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,44.063683,44.063683,0.992886,1.006225,0.002356534131651049,3690.0,82.0,82.0,0.0,45.0,720.0,16.0,16.0,0.0,0.0
